80.119.195.142,1.20.133.251
217.193.68.182,1.243.115.216
29.4.12.99,1.132.214.104
157.10.154.172,1.32.88.31
17.184.52.57,1.72.131.29
243.30.100.22,1.152.163.216
162.196.163.84,1.252.194.34
236.240.189.155,1.238.97.252
91.217.217.97,1.79.63.242
246.43.201.131,1.68.155.46
8.190.16.148,1.173.236.63
217.193.250.84,1.192.164.134
145.122.145.170,1.170.5.92
110.233.127.68,1.226.30.149
254.203.35.63,1.39.218.44
27.172.52.182,1.3.125.36
77.236.34.9,1.84.192.244
220.221.210.61,1.113.105.65
36.163.113.182,1.88.113.74
243.120.150.127,1.22.106.12
96.99.89.231,1.28.175.174
118.223.50.86,1.15.134.81
227.16.53.123,1.32.113.3
37.203.199.27,1.85.136.31
125.55.156.193,1.114.246.181
218.171.35.95,1.252.155.231
220.171.176.182,1.56.96.108
250.39.138.137,1.4.183.123
241.182.208.220,1.226.64.7
91.171.167.241,1.156.108.12
241.0.47.204,1.67.107.184
245.27.50.102,1.232.172.130
202.219.127.164,1.227.54.49
51.153.174.38,1.34.126.244
8.93.204.70,1.187.9.234
168.155.229.18,1.188.36.4
42.31.103.161,1.97.50.46
137.77.5.102,1.64.87.53
118.252.104.202,1.44.130.158
127.152.143.94,1.156.56.57
112.31.233.230,1.202.200.129
39.70.125.7,1.195.46.127
53.104.22.54,1.148.208.250
244.144.79.146,1.189.199.246
72.25.75.53,1.26.60.180
88.76.95.30,1.50.142.228
176.195.165.244,1.230.186.37
134.64.12.119,1.60.227.83
163.5.31.226,1.34.9.153
249.32.124.152,1.131.78.118
38.230.212.197,1.184.64.25
177.188.107.193,1.145.163.64
202.18.138.56,1.100.19.179
155.48.127.36,1.43.140.94
250.163.105.69,1.101.244.159
29.43.150.84,1.17.43.70
144.113.60.94,1.151.45.47
90.107.214.139,1.57.88.24
111.186.184.241,1.164.138.232
201.81.37.158,1.163.74.151
33.102.131.80,1.252.195.143
242.53.130.153,1.40.200.90
51.45.232.170,1.152.211.158
207.4.126.109,1.213.72.183
50.33.61.108,1.83.47.2
57.94.175.60,1.29.138.250
245.143.60.116,1.4.103.102
77.142.66.1,1.100.151.208
155.60.117.19,1.207.158.64
213.190.52.214,1.210.186.10
17.236.44.8,1.122.149.178
96.64.125.106,1.144.110.186
179.84.61.63,1.24.208.35
249.231.54.189,1.74.174.98
105.106.26.60,1.158.15.149
254.191.112.211,1.165.64.47
174.217.36.255,1.241.174.80
203.28.113.32,1.92.6.195
112.170.229.55,1.173.202.10
151.54.82.23,1.166.211.5
153.127.10.28,1.73.115.73
123.156.141.69,1.204.209.226
127.207.188.39,1.243.185.46
2.24.28.141,1.109.199.36
173.6.98.111,1.132.63.245
224.126.251.167,1.95.212.236
40.3.121.149,1.24.188.64
154.159.64.150,1.30.71.55
153.136.209.253,1.216.169.52
194.24.160.17,1.80.119.178
124.71.185.31,1.0.220.188
58.41.76.127,1.229.171.33
101.175.142.1,1.184.91.30
122.78.46.94,1.188.11.188
119.52.113.64,1.60.78.22
7.0.8.15,1.229.194.192
190.175.223.119,1.165.100.237
88.203.100.41,1.164.83.94
235.248.40.39,1.34.198.189
179.51.241.58,1.18.52.124
210.220.207.105,1.173.188.13
67.111.79.80,1.146.8.212
53.236.42.110,1.5.157.124
148.228.102.19,1.131.203.54
65.169.212.130,1.80.169.210
12.246.250.162,1.92.113.70
204.71.233.138,1.77.186.29
110.119.51.12,1.90.166.29
31.195.190.172,1.186.173.213
248.6.52.185,1.60.122.236
249.135.48.242,1.52.46.211
123.48.161.44,1.25.179.196
85.169.244.82,1.129.8.85
58.59.245.162,1.187.1.164
135.116.96.107,1.57.232.44
87.163.51.117,1.113.233.29
98.186.169.73,1.18.33.142
92.139.170.60,1.206.124.178
195.226.112.106,1.93.136.195
55.238.206.202,1.211.142.46
68.111.227.28,1.162.235.32
23.138.96.219,1.253.175.71
241.183.3.217,1.39.203.116
247.192.64.16,1.173.23.128
138.101.142.185,1.8.91.154
9.171.146.221,1.4.140.227
169.91.24.106,1.162.58.76
27.223.175.67,1.171.167.229
214.81.231.163,1.156.13.123
127.171.160.80,1.241.100.73
173.133.1.138,1.22.2.15
88.2.89.104,1.79.83.165
133.1.85.215,1.23.245.155
32.75.66.208,1.38.65.107
192.220.139.82,1.42.255.140
249.227.204.38,1.52.216.210
76.181.197.45,1.76.84.149
225.123.99.118,1.9.174.35
50.200.167.32,1.156.92.241
245.51.67.200,1.27.74.84
88.56.197.7,1.74.227.199
230.155.40.179,1.240.237.114
99.47.155.133,1.134.18.129
102.114.218.70,1.47.129.218
203.23.63.151,1.72.12.0
44.46.103.167,1.186.168.75
190.122.81.2,1.235.228.46
42.113.50.174,1.131.9.242
161.175.201.68,1.215.81.67
68.187.161.14,1.68.46.62
33.80.223.176,1.108.11.229
140.116.71.166,1.92.173.151
97.127.12.153,1.247.136.53
100.57.97.89,1.38.42.16
6.94.234.211,1.73.147.128
95.140.115.19,1.231.138.103
251.240.201.63,1.25.212.57
188.183.91.201,1.90.113.12
57.87.231.42,1.68.112.153
22.52.50.201,1.252.178.70
222.146.17.87,1.82.22.185
97.155.73.28,1.38.55.56
164.175.117.190,1.27.123.104
215.31.50.235,1.241.138.221
69.64.191.9,1.174.61.242
82.2.115.1,1.153.72.157
28.190.144.102,1.194.85.166
227.1.95.112,1.122.231.169
153.129.63.210,1.22.115.110
118.129.56.60,1.185.184.133
6.252.214.110,1.16.28.171
143.196.227.160,1.184.139.111
110.239.140.12,1.221.108.122
118.226.75.245,1.19.59.207
195.166.186.48,1.91.31.91
80.216.195.201,1.41.213.64
176.242.134.147,1.152.217.15
128.30.2.152,1.212.127.58
134.190.226.76,1.16.14.243
173.201.128.172,1.169.140.94
62.233.215.89,1.149.188.197
119.23.136.45,1.238.11.160
114.255.162.67,1.250.199.142
39.14.149.8,1.36.148.152
122.24.8.219,1.30.70.136
207.141.15.239,1.125.237.17
193.176.37.248,1.6.71.59
179.174.173.9,1.207.185.71
26.65.131.70,1.245.36.162
175.202.117.206,1.61.223.34
253.176.187.88,1.223.14.114
25.129.254.53,1.46.19.54
49.136.145.33,1.77.247.255
6.235.81.13,1.207.236.126
199.113.236.17,1.73.104.9
169.117.113.123,1.159.230.228
59.230.37.37,1.221.104.243
172.239.15.192,1.87.230.104
13.54.74.74,1.114.194.154
164.228.24.95,1.49.211.238
92.12.214.100,1.64.31.111
103.14.224.232,1.181.1.235
216.9.144.211,1.25.50.141
244.139.227.185,1.74.210.176
207.68.75.211,1.167.249.103
13.48.64.14,1.179.65.0
135.21.182.78,1.195.2.225
173.54.77.32,1.136.238.12
83.188.23.230,1.236.248.8
68.29.228.95,1.239.66.52
164.135.35.171,1.144.143.122
14.234.83.228,1.78.110.23
70.206.210.115,1.188.157.128
115.11.250.84,1.14.20.47
41.253.72.37,1.101.226.250
205.29.174.65,1.103.222.79
184.203.186.100,1.46.132.24
189.92.161.156,1.64.138.67
123.64.240.120,1.24.126.175
229.1.31.88,1.93.114.34
132.124.188.113,1.227.88.80
152.103.16.198,1.90.241.4
133.154.186.180,1.11.191.109
160.2.176.132,1.7.186.255
12.240.165.3,1.161.136.207
120.218.105.186,1.156.6.240
241.85.100.213,1.210.39.72
134.191.10.218,1.83.143.38
9.79.57.40,1.36.183.141
10.55.156.126,1.175.91.167
110.164.102.141,1.200.211.38
178.122.12.108,1.167.185.242
168.48.198.75,1.206.79.229
114.101.207.145,1.239.91.161
76.15.5.244,1.43.3.204
249.81.8.117,1.142.83.108
232.155.25.75,1.144.177.88
92.118.106.189,1.223.93.71
234.56.127.160,1.123.71.65
30.243.82.128,1.75.105.102
71.147.98.211,1.41.128.113
71.42.108.32,1.9.150.24
82.128.118.42,1.203.172.42
73.31.104.174,1.175.16.58
115.152.248.27,1.205.244.43
194.28.165.80,1.135.113.102
113.129.233.73,1.57.83.178
64.102.197.99,1.118.134.184
98.29.23.218,1.211.97.134
0.201.118.107,1.143.200.202
87.97.226.244,1.129.129.22
54.11.4.173,1.62.157.23
122.241.243.39,1.100.110.210
51.118.183.230,1.186.68.210
244.165.223.57,1.250.108.108
117.100.118.186,1.194.90.225
31.232.111.150,1.32.238.136
163.106.10.236,1.225.56.178
40.84.65.244,1.46.165.176
243.96.225.189,1.34.87.236
178.249.36.37,1.83.84.75
181.87.32.189,1.214.194.82
1.87.177.47,1.44.13.0
196.130.221.149,1.72.47.113
1.155.205.46,1.166.97.35
36.71.255.225,1.1.226.88
4.15.38.33,1.126.42.160
48.162.151.94,1.103.32.170
218.142.65.0,1.230.133.79
48.58.50.6,1.141.19.155
207.253.199.193,1.227.203.131
96.117.83.14,1.80.82.38
17.174.97.156,1.218.30.147
143.169.210.106,1.32.14.30
206.203.246.197,1.194.201.254
146.188.110.69,1.62.71.4
79.69.8.203,1.98.31.170
212.59.115.128,1.184.180.254
49.92.179.85,1.80.85.244
26.245.206.156,1.61.69.136
111.6.120.75,1.198.73.97
202.153.227.107,1.183.189.188
149.167.108.146,1.64.46.211
21.149.202.108,1.213.214.205
81.117.220.192,1.64.26.108
97.23.91.118,1.160.12.69
25.251.149.207,1.175.112.126
43.123.200.241,1.220.95.80
184.16.72.158,1.25.81.159
48.127.251.246,1.133.238.114
119.183.237.91,1.112.80.151
145.95.26.29,1.220.167.157
4.152.55.50,1.103.103.79
148.251.124.200,1.101.77.25
83.146.236.216,1.134.35.209
110.209.198.92,1.172.15.178
104.58.44.237,1.43.12.186
160.171.43.128,1.41.246.35
26.84.25.241,1.4.172.150
164.214.21.106,1.44.145.34
69.66.144.42,1.215.150.36
56.118.168.87,1.45.83.254
211.212.72.214,1.199.163.124
68.189.131.178,1.65.199.183
172.103.40.159,1.174.148.90
132.86.63.56,1.13.233.197
72.163.178.229,1.139.88.253
106.219.33.99,1.210.248.77
56.12.141.62,1.30.188.44
170.164.171.214,1.54.158.46
162.51.250.195,1.236.149.116
37.224.50.23,1.136.4.90
105.39.186.87,1.108.160.21
107.239.51.108,1.30.172.124
163.67.140.144,1.110.148.69
234.7.220.51,1.235.10.79
218.53.4.27,1.119.150.133
138.124.154.145,1.110.17.160
15.245.239.195,1.171.177.8
83.236.168.131,1.36.81.43
137.157.17.156,1.243.143.160
41.33.249.41,1.225.198.218
29.142.233.237,1.119.178.83
25.114.51.208,1.112.48.93
148.103.162.11,1.255.51.174
201.15.71.35,1.27.61.232
44.124.242.206,1.140.68.90
119.152.210.46,1.91.131.55
8.195.85.165,1.182.126.56
115.230.230.93,1.188.138.227
126.52.92.245,1.207.247.116
29.42.239.75,1.5.77.252
113.232.165.189,1.65.8.179
132.224.218.113,1.1.232.109
101.29.200.130,1.70.2.143
232.252.187.81,1.191.248.52
11.117.195.10,1.4.61.32
36.225.5.113,1.169.4.247
145.33.44.79,1.190.191.253
55.49.179.97,1.54.60.174
36.172.140.3,1.197.113.133
170.129.69.32,1.136.51.151
5.162.149.44,1.130.26.24
38.10.212.49,1.129.115.114
160.39.177.217,1.193.156.225
196.99.211.94,1.229.219.204
20.125.234.77,1.253.146.175
55.214.88.104,1.225.55.137
164.212.230.84,1.205.44.132
176.159.93.167,1.214.171.104
247.123.72.206,1.25.111.127
86.216.79.229,1.37.227.26
74.50.167.21,1.137.58.149
36.190.8.123,1.106.90.250
91.96.27.98,1.232.26.176
78.96.91.139,1.75.125.182
117.1.25.60,1.139.199.225
100.111.10.161,1.188.247.141
33.56.211.35,1.6.46.56
228.164.39.145,1.79.122.175
245.87.31.95,1.247.186.54
40.45.64.119,1.168.60.171
226.102.114.23,1.157.182.14
107.247.51.76,1.214.17.180
102.20.226.69,1.177.232.209
76.122.233.172,1.138.70.86
99.199.143.198,1.197.255.20
69.19.231.58,1.130.146.103
119.120.6.132,1.54.43.24
229.41.9.37,1.136.124.166
173.59.67.75,1.99.14.161
176.232.77.223,1.82.103.10
49.48.26.22,1.32.136.11
142.44.97.47,1.217.51.39
185.39.183.34,1.88.167.33
194.159.16.130,1.162.20.244
99.65.145.25,1.212.162.7
219.111.6.238,1.56.25.211
125.250.122.90,1.126.173.29
89.90.116.248,1.255.194.247
198.75.232.77,1.56.22.29
0.223.157.136,1.192.245.146
172.149.42.142,1.103.233.134
103.60.240.113,1.247.53.200
193.171.166.132,1.242.149.89
91.149.201.66,1.65.63.11
8.242.124.85,1.177.164.161
64.186.32.129,1.211.170.253
224.73.227.73,1.40.196.169
134.129.211.121,1.116.249.80
8.185.58.234,1.176.32.60
163.9.46.3,1.161.9.240
222.244.26.252,1.207.98.197
24.240.114.51,1.119.147.81
222.10.44.56,1.6.26.243
232.130.22.173,1.135.159.188
140.62.230.106,1.127.217.87
230.20.106.165,1.191.128.152
251.174.166.167,1.13.86.138
207.108.47.115,1.160.221.142
173.243.217.230,1.77.234.86
207.157.17.45,1.30.213.10
149.90.11.144,1.197.120.43
73.206.63.197,1.111.174.192
231.24.14.15,1.155.252.150
77.125.32.172,1.215.71.198
126.97.53.133,1.185.187.174
49.151.243.199,1.144.97.208
23.102.181.36,1.164.6.237
169.12.137.16,1.82.56.250
84.47.20.182,1.59.5.183
172.26.51.30,1.8.90.238
247.22.79.239,1.254.95.225
47.1.150.56,1.113.115.137
237.80.67.26,1.16.50.49
203.118.194.200,1.208.165.133
231.19.19.242,1.234.186.75
172.74.15.83,1.145.183.77
31.184.67.160,1.59.223.11
220.17.208.3,1.62.207.93
201.29.26.215,1.51.11.126
163.189.79.35,1.170.11.24
160.38.24.22,1.63.186.154
28.6.113.102,1.159.181.86
108.254.246.133,1.229.2.214
105.180.227.105,1.52.48.39
132.103.6.162,1.173.254.204
53.191.190.99,1.72.252.76
157.151.155.159,1.177.90.183
238.224.108.203,1.38.166.250
227.214.201.181,1.162.202.88
82.129.151.0,1.55.116.191
7.49.174.236,1.25.94.163
188.133.188.73,1.5.155.255
35.228.178.116,1.124.253.99
66.116.151.147,1.56.249.47
248.21.164.168,1.64.95.201
0.118.69.222,1.64.97.127
27.182.131.203,1.42.144.161
176.37.86.172,1.212.253.135
195.208.208.37,1.211.159.155
190.133.86.50,1.203.3.178
196.245.204.145,1.131.156.8
6.187.216.121,1.64.233.53
194.240.254.170,1.13.240.212
81.6.214.239,1.133.101.7
201.204.222.37,1.239.5.75
62.215.247.3,1.164.43.0
131.248.209.85,1.108.2.224
188.121.126.118,1.188.136.158
235.185.196.223,1.198.35.24
86.196.85.127,1.193.26.180
255.197.68.129,1.77.8.24
49.175.225.234,1.88.227.163
176.107.52.74,1.107.50.77
98.140.231.97,1.73.155.144
118.42.2.156,1.7.3.200
43.173.23.23,1.201.76.209
178.66.61.211,1.70.95.142
142.93.41.20,1.232.33.40
77.91.252.89,1.215.184.99
93.92.61.230,1.96.173.228
156.173.123.190,1.220.150.175
194.29.214.85,1.246.231.93
193.212.208.59,1.177.229.116
20.176.137.66,1.124.28.129
22.16.227.221,1.73.42.54
164.43.108.213,1.57.191.50
209.182.65.110,1.3.68.204
2.176.11.38,1.185.170.200
238.88.21.110,1.71.8.11
249.14.60.183,1.60.149.161
206.242.171.97,1.86.55.95
132.110.167.223,1.66.8.98
214.134.32.31,1.58.107.247
208.164.124.190,1.25.246.69
242.147.206.106,1.23.33.177
180.236.0.181,1.83.105.8
150.144.14.208,1.2.193.58
248.151.245.254,1.227.53.23
73.23.212.232,1.183.55.230
15.131.21.140,1.220.209.241
2.3.16.71,1.226.36.224
43.76.131.116,1.188.112.80
29.160.78.102,1.35.170.29
110.226.34.195,1.93.123.226
230.252.130.169,1.106.161.203
41.128.153.14,1.142.197.120
247.157.47.78,1.118.57.118
36.168.247.174,1.69.207.166
240.191.197.75,1.145.73.79
111.217.209.71,1.201.208.184
180.47.5.164,1.16.93.178
51.156.241.178,1.3.239.2
20.13.137.130,1.183.217.138
70.241.121.54,1.196.135.55
125.164.137.65,1.96.171.61
36.8.62.180,1.165.56.14
104.29.249.113,1.37.92.91
244.3.53.74,1.81.56.169
105.53.54.94,1.197.0.27
163.146.205.153,1.55.113.190
221.75.240.100,1.41.210.33
30.250.239.205,1.188.123.244
5.186.27.139,1.216.56.21
29.86.238.232,1.153.150.87
176.72.75.191,1.208.79.91
59.35.173.208,1.249.227.190
252.93.105.251,1.228.98.234
222.234.211.68,1.12.71.3
80.255.162.1,1.124.150.249
26.197.181.42,1.93.237.103
218.238.207.201,1.118.222.180
54.169.180.98,1.29.74.39
5.247.171.235,1.148.238.117
139.240.64.54,1.17.213.102
117.126.153.97,1.100.159.183
10.188.196.254,1.35.140.233
210.35.194.178,1.135.245.120
201.101.127.140,1.43.58.80
49.124.228.13,1.232.111.83
110.68.59.206,1.71.197.46
177.245.185.145,1.30.249.49
116.57.185.244,1.98.82.202
4.79.169.211,1.152.198.60
232.162.0.243,1.175.37.207
111.28.188.172,1.196.155.102
161.229.80.177,1.65.162.165
142.76.149.125,1.138.96.52
209.117.155.85,1.85.175.196
235.9.194.101,1.201.150.51
112.25.55.27,1.107.86.83
70.163.8.21,1.56.19.244
84.37.165.25,1.222.174.23
201.103.170.199,1.226.109.205
6.212.130.217,1.164.195.16
171.36.11.150,1.163.71.246
58.183.192.34,1.66.58.99
130.63.181.255,1.215.2.3
233.16.113.77,1.39.11.130
89.12.111.173,1.40.53.205
48.142.98.74,1.161.141.157
37.20.80.38,1.165.163.161
8.72.167.65,1.112.164.222
107.183.80.115,1.116.236.170
188.244.227.159,1.14.224.239
27.88.103.168,1.4.41.37
99.136.199.143,1.137.162.209
163.95.116.108,1.224.192.182
162.51.141.148,1.243.99.141
29.144.66.244,1.182.117.190
20.23.176.159,1.78.112.203
219.5.91.102,1.18.11.108
247.187.243.159,1.220.46.142
82.137.104.61,1.63.90.4
176.12.226.50,1.233.196.72
54.232.40.73,1.219.228.255
132.98.88.33,1.162.222.227
68.187.28.148,1.18.159.157
6.18.173.48,1.15.199.93
30.165.73.180,1.155.121.131
136.19.224.42,1.161.105.225
60.255.198.200,1.121.167.87
211.69.204.92,1.39.155.207
41.206.96.99,1.66.195.70
70.80.87.87,1.163.218.133
134.187.88.42,1.63.157.108
2.234.15.152,1.156.5.137
250.193.150.139,1.117.39.222
243.185.223.32,1.219.140.3
84.56.75.176,1.37.177.11
203.79.50.110,1.146.44.8
28.121.130.75,1.186.166.117
98.221.94.254,1.101.95.182
164.170.238.152,1.100.41.57
170.25.106.120,1.17.231.219
205.98.45.108,1.8.219.86
23.155.26.32,1.144.145.61
90.124.230.208,1.6.55.241
135.204.68.14,1.225.95.220
141.176.20.212,1.252.165.11
99.40.52.72,1.9.118.214
41.130.135.192,1.150.82.117
178.100.130.192,1.174.136.96
107.89.169.168,1.232.208.49
204.28.53.0,1.128.50.183
189.32.44.196,1.178.113.79
169.90.49.144,1.130.164.219
220.169.197.114,1.22.82.68
116.58.93.212,1.211.141.129
94.23.225.56,1.88.115.126
2.184.16.197,1.152.16.120
197.222.8.30,1.54.200.41
98.51.129.218,1.181.87.245
26.243.141.101,1.197.161.106
189.134.110.91,1.188.115.71
38.111.106.49,1.231.116.142
145.165.182.145,1.139.119.42
102.224.245.7,1.120.71.85
13.199.207.152,1.252.156.227
224.152.154.83,1.173.48.192
182.123.62.89,1.62.211.82
30.112.145.102,1.212.7.172
245.166.23.93,1.3.239.247
72.212.211.85,1.254.55.52
201.202.131.129,1.56.103.219
135.151.77.251,1.97.151.123
28.113.195.120,1.43.98.221
169.208.208.1,1.245.212.147
226.254.41.180,1.198.188.26
158.8.239.30,1.89.155.168
237.215.179.173,1.35.134.27
206.246.10.6,1.227.74.21
28.7.234.38,1.54.38.88
162.101.205.43,1.192.20.18
137.71.202.59,1.112.173.184
241.218.199.14,1.248.253.143
197.99.188.191,1.173.155.100
115.254.120.34,1.147.195.255
94.32.124.149,1.206.227.145
78.218.132.184,1.153.203.187
146.49.244.70,1.242.48.137
52.211.5.255,1.70.71.115
35.126.145.67,1.118.194.193
207.223.253.20,1.170.16.198
235.115.192.23,1.161.173.180
109.9.17.244,1.241.194.153
32.210.143.126,1.166.0.45
138.97.220.185,1.214.1.167
79.76.38.195,1.123.10.147
248.43.45.221,1.255.2.158
52.172.187.223,1.145.196.251
26.188.220.252,1.176.157.103
15.204.229.38,1.249.9.87
106.174.128.42,1.11.62.149
43.172.124.158,1.61.65.179
199.29.146.247,1.183.127.139
16.68.88.215,1.206.202.64
233.179.178.255,1.88.41.129
254.65.14.94,1.236.79.173
89.202.126.109,1.214.142.22
243.19.212.117,1.15.72.62
245.22.113.109,1.238.153.170
142.148.121.246,1.244.236.122
79.4.122.90,1.54.83.177
95.22.22.168,1.74.58.58
216.134.122.162,1.63.148.215
162.193.227.108,1.142.135.118
109.244.125.222,1.61.109.57
106.135.253.50,1.38.150.233
207.92.180.209,1.169.68.50
246.179.53.148,1.155.41.125
47.65.138.23,1.128.231.147
240.35.218.109,1.13.104.125
241.129.163.74,1.244.15.242
74.20.225.103,1.78.37.94
241.64.178.30,1.157.87.19
242.42.38.216,1.39.227.194
66.246.240.98,1.118.170.191
10.183.59.77,1.114.163.231
236.243.232.27,1.52.179.235
44.125.149.227,1.93.162.177
80.170.185.111,1.137.173.63
35.129.56.11,1.99.140.98
216.192.17.10,1.208.207.240
20.5.188.151,1.104.141.196
70.120.79.55,1.168.194.206
247.83.213.72,1.155.157.223
219.146.207.125,1.65.75.225
57.98.227.117,1.84.131.42
125.64.94.41,1.112.81.142
250.103.181.68,1.167.126.200
245.118.29.134,1.135.130.204
59.135.120.207,1.243.49.151
224.221.53.155,1.56.137.153
101.54.208.216,1.175.138.86
27.26.99.205,1.172.220.103
35.156.7.66,1.151.177.226
164.22.126.152,1.238.131.135
107.95.80.121,1.166.83.94
138.229.128.10,1.173.56.96
93.184.197.214,1.212.6.225
129.85.242.132,1.186.92.193
165.160.1.143,1.220.111.110
127.80.99.253,1.146.17.44
76.65.211.117,1.6.118.236
45.87.68.103,1.155.43.17
78.82.44.157,1.133.25.107
176.98.208.146,1.220.93.248
159.196.214.249,1.34.156.28
106.208.73.80,1.114.252.176
229.80.181.111,1.160.190.241
61.33.206.246,1.204.181.84
169.80.6.254,1.184.87.164
221.139.8.207,1.71.163.207
188.136.135.215,1.43.32.171
44.198.41.198,1.7.239.61
161.50.126.73,1.45.57.143
4.32.218.166,1.142.180.214
115.236.5.183,1.211.223.58
33.24.55.47,1.53.111.127
113.240.117.13,1.37.64.179
198.136.180.18,1.140.109.2
79.102.239.165,1.56.179.120
150.225.40.115,1.229.215.184
61.2.210.7,1.184.71.194
171.68.191.212,1.37.94.25
126.124.180.185,1.125.210.215
109.99.206.198,1.254.155.189
84.220.196.245,1.211.11.67
30.91.13.43,1.9.93.45
213.100.207.212,1.248.96.248
235.127.143.135,1.158.125.119
2.236.90.70,1.107.195.201
191.152.255.1,1.162.117.134
86.42.110.45,1.36.16.82
35.25.243.246,1.133.120.104
161.254.40.128,1.250.224.199
3.213.17.90,1.166.194.26
166.242.216.202,1.73.73.123
247.55.147.202,1.59.59.91
194.40.226.233,1.241.203.134
145.239.17.176,1.241.87.158
68.120.60.132,1.222.149.235
117.111.178.3,1.217.111.251
73.253.236.12,1.204.60.91
10.59.31.128,1.195.245.17
236.252.168.52,1.71.93.135
187.0.10.65,1.59.103.4
233.186.54.156,1.128.157.241
234.172.19.251,1.252.139.57
73.21.57.175,1.165.195.79
189.211.129.11,1.186.188.131
68.158.166.208,1.0.150.16
89.204.34.74,1.113.213.152
66.10.34.188,1.103.216.47
150.109.48.123,1.231.133.138
11.198.172.131,1.241.103.134
247.146.224.67,1.55.242.159
251.234.123.141,1.176.183.162
158.161.241.7,1.118.192.15
17.55.111.221,1.126.232.44
203.190.222.46,1.58.239.74
43.39.115.130,1.112.129.125
92.89.252.82,1.9.4.40
95.228.27.30,1.22.228.212
191.121.11.203,1.90.9.36
209.189.98.237,1.189.32.186
2.49.58.252,1.16.146.200
18.184.126.90,1.1.237.21
58.68.252.163,1.116.79.251
175.238.10.146,1.123.244.202
123.252.28.94,1.67.43.12
226.75.32.17,1.237.211.26
121.248.15.222,1.25.2.227
182.141.151.99,1.239.202.215
37.250.156.20,1.172.106.143
128.138.228.146,1.249.255.233
197.1.152.239,1.52.223.147
184.237.42.184,1.252.230.151
134.216.102.175,1.21.167.36
209.79.146.198,1.252.222.131
34.235.237.154,1.189.80.219
23.164.236.73,1.117.182.47
129.179.146.176,1.32.77.77
23.13.26.199,1.120.81.23
16.148.193.72,1.255.58.224
134.242.205.21,1.136.191.159
221.229.6.153,1.68.245.144
79.195.5.8,1.170.149.224
173.208.18.131,1.22.218.227
87.62.131.121,1.4.145.110
189.200.75.245,1.139.154.177
61.213.90.123,1.243.245.18
105.2.10.35,1.109.148.191
153.174.47.96,1.138.17.166
191.24.22.177,1.140.186.29
21.51.8.54,1.4.52.252
147.172.226.140,1.175.166.5
78.130.182.38,1.83.0.119
73.255.139.114,1.117.236.203
107.235.40.164,1.21.28.129
244.201.56.241,1.17.89.176
153.132.152.95,1.180.191.56
85.136.67.211,1.46.252.157
252.210.155.100,1.173.111.103
167.105.4.173,1.33.199.147
233.4.44.237,1.236.33.128
222.244.30.242,1.131.127.164
88.114.52.15,1.65.105.187
206.198.190.136,1.119.162.93
102.176.7.154,1.10.119.227
10.18.128.14,1.70.76.117
24.187.188.146,1.254.43.177
133.1.28.113,1.121.75.34
79.182.69.163,1.164.40.241
149.96.85.176,1.12.109.224
